<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200219,201500,29371.6016987,29386.1221889,29364.8214697,29386.0221855,900
20200219,203000,29385.8021781,29401.9127221,29385.8021781,29387.8122460,900
20200219,204500,29387.6322399,29398.6226110,29386.6922082,29394.6024752,900
20200219,210000,29394.4824712,29401.6127119,29386.6522068,29396.0225232,900
20200219,211500,29396.2025293,29401.8927214,29383.4020971,29384.1421221,900
20200219,213000,29384.1021207,29388.5822720,29373.6917692,29381.6420377,900
20200219,214500,29382.6720724,29384.2021241,29370.1716504,29378.9419465,900
20200219,220000,29378.9519468,29384.8321454,29365.1614812,29373.6717685,900
20200219,221500,29373.9217770,29385.6821741,29360.1613124,29383.7621092,900
20200219,223000,29383.4620991,29389.0722885,29375.3618256,29382.3420613,900
20200219,224500,29382.0520515,29403.9127896,29381.2220235,29403.9127896,899
20200219,230000,29404.0627947,29410.0829979,29386.7222092,29389.3922993,896
20200219,231500,29389.3922993,29397.7225806,29366.2615183,29370.8816743,900
20200219,233000,29371.2016851,29382.9820829,29368.2715862,29376.5118644,900
20200219,234500,29376.7518725,29379.4819647,29348.0709042,29351.9310345,900
20200220,000000,29351.7010267,29360.5713262,29337.0005304,29349.0409369,880
20200220,001500,29348.1409065,29349.0209362,29348.1409065,29349.0209362,898
20200220,003000,29349.0209362,29349.0209362,29349.0209362,29349.0209362,301
20200220,174500,29297.2391879,29326.3101694,29272.4583512,29313.9197511,864
20200220,180000,29311.5096697,29351.1510082,29288.6388975,29327.9702255,887
20200220,181500,29331.5203454,29359.1612786,29321.7400151,29356.0811746,896
20200220,183000,29356.7511972,29362.1613799,29335.8104902,29348.8309298,899
20200220,184500,29348.6309231,29368.1915835,29342.7207235,29365.2814853,896
20200220,190000,29365.4014893,29369.4416257,29329.0302613,29331.2803372,900
20200220,191500,29331.2203352,29333.1404000,29231.9069820,29232.6970087,890
20200220,193000,29231.9369830,29234.1770587,29136.5637629,29136.5637629,844
20200220,194500,29138.5238290,29155.3143960,28965.8479988,29072.7816093,581
20200220,200000,29073.7016404,29123.3333162,29025.4000095,29079.2218268,872
20200220,201500,29078.7718116,29106.7527563,29025.4600116,29096.5424116,879
20200220,203000,29096.9724261,29096.9724261,29042.9606025,29066.6814034,900
20200220,204500,29067.2514226,29099.7625203,29052.3709202,29076.4817343,895
20200220,210000,29075.9917177,29129.4835238,29065.4613622,29123.7433300,900
20200220,211500,29123.7333297,29194.4857185,29103.2126368,29194.4157162,898
