<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200211,141500,7605.2400000,7608.7400000,7601.2900000,7604.8700000,262687675
20200211,143000,7605.8000000,7609.1600000,7602.0800000,7606.9300000,296401121
20200211,144500,7607.0100000,7607.0100000,7596.2300000,7599.1300000,121123132
20200211,150000,7597.4000000,7600.5500000,7593.1600000,7595.4400000,111703677
20200211,151500,7593.2400000,7593.2400000,7586.6700000,7589.8800000,185712703
20200211,153000,7590.1100000,7597.4800000,7588.5700000,7597.4800000,193677591
20200211,154500,7598.9400000,7612.8000000,7594.3300000,7612.8000000,1237869914
20200211,160000,7616.6200000,7636.1900000,7616.6200000,7629.7300000,4435367998
20200211,161500,7631.6800000,7645.0700000,7631.6800000,7640.9400000,2223381015
20200211,163000,7641.4000000,7641.8000000,7631.6700000,7636.4900000,1696636183
20200211,164500,7637.1400000,7637.1400000,7626.9000000,7629.7300000,1061123530
20200211,170000,7629.0100000,7633.8500000,7626.2600000,7626.5100000,741893241
20200211,171500,7626.4200000,7639.7900000,7625.8200000,7639.7900000,927033318
20200211,173000,7641.0000000,7641.0300000,7635.0700000,7635.1800000,734160688
20200211,174500,7636.9100000,7637.0500000,7628.9600000,7634.7400000,664348713
20200211,180000,7634.9900000,7640.5100000,7631.0100000,7631.0100000,753390531
20200211,181500,7631.3500000,7650.2900000,7631.1400000,7649.1300000,778989926
20200211,183000,7652.6300000,7656.6000000,7629.0500000,7629.0500000,2317292817
20200211,184500,7629.3800000,7632.5800000,7626.6500000,7630.5900000,697250299
20200211,190000,7632.0800000,7632.0800000,7632.0800000,7632.0800000,516708163
20200212,101500,7644.3800000,7650.1600000,7624.2200000,7643.1200000,946373057
20200212,103000,7642.0600000,7643.9100000,7621.2400000,7624.4100000,993480845
20200212,104500,7623.8300000,7633.9800000,7616.0000000,7626.8600000,772966664
20200212,110000,7627.3800000,7628.7200000,7615.9600000,7618.8300000,543917681
20200212,111500,7620.1300000,7625.0800000,7597.9400000,7603.0900000,1258067851
20200212,113000,7602.3900000,7602.3900000,7577.3900000,7583.8100000,719085815
20200212,114500,7582.7200000,7602.7600000,7578.7600000,7591.8800000,602986172
20200212,120000,7594.2900000,7601.0500000,7590.9800000,7593.5700000,306567536
20200212,121500,7591.1400000,7591.1400000,7571.3300000,7581.2900000,431662368
20200212,123000,7581.5200000,7591.7200000,7577.3500000,7589.4600000,183228995
20200212,124500,7585.5900000,7607.0700000,7584.6400000,7606.6200000,371007890
20200212,130000,7605.1900000,7606.3200000,7600.8000000,7604.4900000,172742210
20200212,131500,7601.5800000,7606.2900000,7598.9400000,7601.3400000,628705047
20200212,133000,7601.7200000,7613.8400000,7601.7200000,7605.3600000,720821025
20200212,134500,7605.5800000,7611.1500000,7604.7100000,7609.7400000,262206581
20200212,140000,7611.3000000,7612.8300000,7607.0700000,7609.2400000,337481409
20200212,141500,7609.3400000,7611.6300000,7605.8200000,7610.2900000,106191507
20200212,143000,7611.1100000,7612.1500000,7607.1200000,7611.1600000,333612368
20200212,144500,7611.8300000,7617.4100000,7609.4700000,7612.7800000,240439143
20200212,150000,7612.9400000,7613.6600000,7595.2800000,7597.7900000,398934827
20200212,151500,7598.7500000,7605.5100000,7597.6600000,7597.9400000,174761335
20200212,153000,7596.0900000,7596.0900000,7587.7300000,7593.9100000,206026290
20200212,154500,7593.8100000,7600.5100000,7589.1800000,7600.5100000,190143711
20200212,160000,7598.5500000,7603.4900000,7591.7700000,7601.1000000,396990716
20200212,161500,7600.2300000,7606.5100000,7597.5700000,7605.3700000,626879446
20200212,163000,7605.5600000,7609.3600000,7603.2500000,7608.2500000,438613867
20200212,164500,7607.9900000,7607.9900000,7603.4500000,7605.2400000,260629081
20200212,170000,7603.6800000,7605.3800000,7597.8000000,7604.3500000,288685650
20200212,171500,7603.4200000,7612.0300000,7599.4900000,7607.2400000,354740309
20200212,173000,7606.4400000,7609.0700000,7598.5700000,7600.9600000,554810104
20200212,174500,7602.2600000,7606.8500000,7597.7300000,7599.6100000,490204355
20200212,180000,7601.9500000,7606.7800000,7599.3800000,7602.6800000,266998424
20200212,181500,7603.2900000,7614.9200000,7602.7400000,7612.7900000,475717536
20200212,183000,7611.2100000,7618.4400000,7611.0800000,7615.6300000,1064203620
20200212,184500,7613.6700000,7614.1000000,7605.3100000,7608.5600000,928054431
20200212,190000,7619.8300000,7619.8300000,7619.8300000,7619.8300000,899890334
20200213,101500,7598.2500000,7619.6700000,7584.7600000,7598.8300000,717398929
20200213,103000,7596.5900000,7605.0800000,7589.7600000,7600.6600000,208233040
20200213,104500,7600.7200000,7603.4500000,7592.2900000,7600.8300000,431836046
20200213,110000,7603.4300000,7604.4100000,7592.0700000,7599.8300000,365366139
20200213,111500,7598.9900000,7620.9600000,7598.9900000,7612.3000000,468639761
20200213,113000,7610.8000000,7630.1200000,7608.7500000,7628.1500000,693485325
20200213,114500,7629.2100000,7629.2400000,7619.4900000,7624.0300000,462072430
20200213,120000,7622.2000000,7623.3600000,7609.3500000,7611.9700000,237502661
20200213,121500,7609.9600000,7611.3900000,7604.4000000,7609.5600000,300434344
20200213,123000,7606.1000000,7610.4300000,7599.6600000,7606.7300000,355911095
20200213,124500,7606.2700000,7610.0300000,7594.5600000,7599.8700000,307584392
20200213,130000,7600.0600000,7603.1100000,7593.4100000,7593.4100000,232076483
20200213,131500,7593.9100000,7594.8100000,7572.1000000,7581.1700000,740759510
20200213,133000,7583.9200000,7594.9700000,7583.9200000,7586.9200000,337134177
20200213,134500,7588.8900000,7593.9200000,7583.6200000,7590.5400000,373518259
20200213,140000,7591.2700000,7597.6900000,7590.4100000,7597.4600000,231272636
20200213,141500,7597.4600000,7599.1800000,7585.7000000,7589.7100000,381327985
20200213,143000,7589.7500000,7597.9200000,7587.2700000,7595.8100000,170069053
20200213,144500,7595.1500000,7601.9900000,7591.8700000,7597.4900000,318359592
20200213,150000,7594.0400000,7605.6900000,7592.6000000,7599.6400000,180110271
20200213,151500,7595.2100000,7598.6400000,7591.5000000,7595.4600000,200545558
20200213,153000,7596.0400000,7599.2400000,7590.5400000,7595.1300000,122129557
20200213,154500,7595.0100000,7598.3500000,7594.1500000,7596.2100000,177162442
20200213,160000,7596.2200000,7597.1200000,7589.9500000,7596.7300000,311023594
20200213,161500,7596.6900000,7597.8900000,7589.4500000,7591.7000000,262411596
20200213,163000,7592.6500000,7599.2700000,7590.0200000,7598.9500000,456009165
20200213,164500,7597.7800000,7600.3100000,7591.6300000,7599.7400000,226970261
20200213,170000,7599.5800000,7603.7000000,7595.2400000,7601.0400000,310591886
20200213,171500,7601.0800000,7609.4800000,7600.7000000,7609.4800000,181824277
20200213,173000,7609.6600000,7610.2500000,7601.9200000,7601.9200000,210505070
20200213,174500,7602.4600000,7608.4600000,7601.5100000,7604.3200000,329443851
20200213,180000,7605.1100000,7610.2400000,7603.7800000,7605.4800000,552308241
20200213,181500,7601.9600000,7603.5900000,7592.3800000,7601.8900000,511830234
20200213,183000,7600.1400000,7602.7200000,7591.4200000,7599.1500000,442233190
20200213,184500,7598.9600000,7602.0200000,7594.4600000,7599.3300000,322715480
20200213,190000,7599.6500000,7599.6500000,7599.6500000,7599.6500000,582548250
20200214,101500,7629.7700000,7629.7700000,7590.3900000,7614.5300000,283715478
20200214,103000,7619.6100000,7620.1100000,7596.7100000,7600.1800000,241418094
20200214,104500,7594.6900000,7602.1500000,7592.3600000,7594.6100000,246350993
20200214,110000,7593.7000000,7597.6700000,7591.1300000,7596.0800000,119521663
20200214,111500,7596.4200000,7597.7600000,7577.8400000,7583.6500000,591188200
20200214,113000,7585.6300000,7592.2000000,7568.4000000,7568.4000000,457406097
20200214,114500,7571.3700000,7573.4700000,7554.6300000,7557.9100000,751492035
20200214,120000,7556.4300000,7562.4300000,7554.6300000,7560.5200000,408590565
20200214,121500,7559.0200000,7564.0600000,7549.7600000,7552.3500000,603374131
20200214,123000,7552.7700000,7558.1800000,7543.5700000,7553.7400000,307132262
20200214,124500,7555.2100000,7555.2100000,7541.2800000,7549.9300000,215370416
20200214,130000,7548.3300000,7551.6300000,7541.0300000,7546.4200000,165765624
20200214,131500,7543.6000000,7554.6500000,7543.5500000,7554.6500000,277478418
20200214,133000,7555.6200000,7571.1900000,7555.6200000,7570.3500000,358221040
20200214,134500,7570.0400000,7572.6300000,7568.0600000,7570.7300000,214614910
20200214,140000,7571.3700000,7575.4400000,7568.0800000,7572.1200000,278132219
20200214,141500,7571.8200000,7577.3500000,7564.7900000,7565.9200000,186884309
20200214,143000,7564.7600000,7578.8700000,7564.5500000,7572.4300000,331814149
20200214,144500,7572.1200000,7576.5000000,7571.9800000,7573.7800000,71378473
20200214,150000,7574.5100000,7575.2400000,7563.5800000,7568.0500000,92480970
20200214,151500,7569.3700000,7575.5900000,7566.8600000,7575.3800000,91054610
20200214,153000,7574.8400000,7576.9900000,7569.5400000,7572.7900000,128950928
20200214,154500,7573.0000000,7575.7400000,7568.8500000,7574.3700000,121545942
20200214,160000,7574.4000000,7582.8300000,7572.8200000,7582.6300000,265067371
20200214,161500,7583.6800000,7585.7500000,7575.2300000,7575.3800000,189863254
20200214,163000,7575.1000000,7578.6200000,7569.6600000,7575.7200000,110838001
20200214,164500,7574.8800000,7575.4200000,7567.9400000,7573.0600000,326520705
